review,rating,date,clean_review,polarity,sentiment
"Ive been using this app for a couple years now and it has gone downhill. At this point, I can't even use the boards properly. it takes three to four tries to pin anything, and I can't move a single pin in a board without it glitching and jumbling everything up. theres AI all throughout the app, and honestly it's ruining the entire thing. please for the love of God fix this.",1,2026-03-06 20:26:08,ive been using this app for a couple years now and it has gone downhill at this point i cant even use the boards properly it takes three to four tries to pin anything and i cant move a single pin in a board without it glitching and jumbling everything up theres ai all throughout the app and honestly its ruining the entire thing please for the love of god fix this,0.15476190476190477,Positive
"SO MANY ADS! For every 4 ads you get 1 pin that isn't an ad, but it probably isn't related to your search query either. I used to love Pinterest, but the ads are out of control and it's ridiculous we can't limit them more.",2,2026-03-06 20:23:14,so many ads for every ads you get pin that isnt an ad but it probably isnt related to your search query either i used to love pinterest but the ads are out of control and its ridiculous we cant limit them more,0.23333333333333334,Positive
"I literally see more ads than I do actual posts these days. half the time the ads themselves are blatantly breaking pinterests terms and conditions (ie by being sexual in nature), meanwhile actual pins i have that have no more than barbie doll style nudity for drawing tutorials are removed with prejudice. ive gotten to the point where if I accidentally click on an ad by scrolling from its side of the screen ill just report it. so glad to see pinterest cares more about corporations than users.",1,2026-03-06 20:14:46,i literally see more ads than i do actual posts these days half the time the ads themselves are blatantly breaking pinterests terms and conditions ie by being sexual in nature meanwhile actual pins i have that have no more than barbie doll style nudity for drawing tutorials are removed with prejudice ive gotten to the point where if i accidentally click on an ad by scrolling from its side of the screen ill just report it so glad to see pinterest cares more about corporations than users,0.058333333333333334,Positive
"this app is so buggy and glitchy and the content moderation is handled only by ai causing pins to get wrongfully deleted, videos won't even play, comments disappear, among many other things please fix it",2,2026-03-06 19:55:45,this app is so buggy and glitchy and the content moderation is handled only by ai causing pins to get wrongfully deleted videos wont even play comments disappear among many other things please fix it,0.125,Positive
"Pinterest is my goto app for crafts, exercise videos, and many other interests. It is easy to use, easy to save items, and very integrated. I always find many things I am interested in.",5,2026-03-06 19:52:23,pinterest is my goto app for crafts exercise videos and many other interests it is easy to use easy to save items and very integrated i always find many things i am interested in,0.31309523809523804,Positive
I love the versatility of Pinerest. It is up to date. it has all the recipes I need. it has a lot of health issues questions and other subjects.,4,2026-03-06 19:48:46,i love the versatility of pinerest it is up to date it has all the recipes i need it has a lot of health issues questions and other subjects,0.1875,Positive
amazing recipes and ideas...I am.addicted to Pinterest,5,2026-03-06 19:47:45,amazing recipes and ideasi amaddicted to pinterest,0.6000000000000001,Positive
I LOVE PINTREST,5,2026-03-06 19:44:07,i love pintrest,0.5,Positive
pure peak✨️,5,2026-03-06 19:37:09,pure peak,0.21428571428571427,Positive
Great💋💖,5,2026-03-06 19:33:58,great,0.8,Positive
very useful and helpful ☺️ app,4,2026-03-06 19:28:05,very useful and helpful app,0.39,Positive
"It's really bad, it glitches and lags and does anything but work like an actual proper app, gc's can only hold 10 people we gotta increase the limit, Pinterest lags more than my ex-friends boyfriends cheating on them. Do better Pinterest.",1,2026-03-06 19:27:56,its really bad it glitches and lags and does anything but work like an actual proper app gcs can only hold people we gotta increase the limit pinterest lags more than my exfriends boyfriends cheating on them do better pinterest,0.050000000000000024,Positive
"I really like this app and the kind of content here. But the glitches are really frustrating. Comment section often doesn’t post comments (button just doesn’t respond), cursor jumps while editing text, sometimes video audio plays but video freezes even after refresh, This happens almost every day,pretty sure it's happening with most of the users,pls fix these issues.",4,2026-03-06 19:25:25,i really like this app and the kind of content here but the glitches are really frustrating comment section often doesnt post comments button just doesnt respond cursor jumps while editing text sometimes video audio plays but video freezes even after refresh this happens almost every daypretty sure its happening with most of the userspls fix these issues,0.27999999999999997,Positive
goo hai bhai goo hai,1,2026-03-06 19:16:42,goo hai bhai goo hai,0.0,Neutral
this app is the best app for looking up anything art wise love it,5,2026-03-06 19:14:12,this app is the best app for looking up anything art wise love it,0.7333333333333334,Positive
it is just Great,5,2026-03-06 19:13:03,it is just great,0.8,Positive
"the best app ever , in love with it",5,2026-03-06 18:55:57,the best app ever in love with it,0.75,Positive
love being able to see and keep recipes.,5,2026-03-06 18:52:35,love being able to see and keep recipes,0.5,Positive
nice 👍,5,2026-03-06 18:36:39,nice ,0.6,Positive
this app is wow pintrest is cool app in the world it life style for the best friend me hi to me hi to me hi to mein ne mita so much my dear app,5,2026-03-06 18:32:51,this app is wow pintrest is cool app in the world it life style for the best friend me hi to me hi to me hi to mein ne mita so much my dear app,0.4125,Positive
very helpful,5,2026-03-06 18:31:19,very helpful,0.2,Positive
"I used to love Pinterest, but lately there are an insane amount of paid ads and it is really disappointing. I'm looking for ideas of how and what other people make, not what I could buy. E.g. I searched for wedding bouquet ideas, and the results are inundated by fake flower arrangements to buy from Temu, eBay, Etsy, and so on. Seriously? Pinterest is losing its integrity. It used to be the most amazing community to share ideas; now it is trying to divert you to shop cheap and ready.",2,2026-03-06 18:26:37,i used to love pinterest but lately there are an insane amount of paid ads and it is really disappointing im looking for ideas of how and what other people make not what i could buy eg i searched for wedding bouquet ideas and the results are inundated by fake flower arrangements to buy from temu ebay etsy and so on seriously pinterest is losing its integrity it used to be the most amazing community to share ideas now it is trying to divert you to shop cheap and ready,-0.05984848484848484,Negative
awesome 👌,5,2026-03-06 18:20:19,awesome ,1.0,Positive
awesome 👌,4,2026-03-06 18:18:37,awesome ,1.0,Positive
Ohh God this app is literally aesthetic and retablest I am in love with Pinterest you can also earm money on this app lots of love from me,5,2026-03-06 18:16:13,ohh god this app is literally aesthetic and retablest i am in love with pinterest you can also earm money on this app lots of love from me,0.5,Positive
I don't like the app keeps coming up all the time.,1,2026-03-06 18:09:28,i dont like the app keeps coming up all the time,0.0,Neutral
good app is m ap ko Jo be chair wo sab de ga ye app ap ko Sirf search karoo amazing 😍 app plz Dowlond the Pinterest app,5,2026-03-06 18:07:41,good app is m ap ko jo be chair wo sab de ga ye app ap ko sirf search karoo amazing app plz dowlond the pinterest app,0.65,Positive
very interesting,3,2026-03-06 18:01:09,very interesting,0.65,Positive
I love Pinterest for a convenient way to find new and improved ideas for anything.,5,2026-03-06 18:00:49,i love pinterest for a convenient way to find new and improved ideas for anything,0.3181818181818182,Positive
good for me,5,2026-03-06 17:57:28,good for me,0.7,Positive
nothing but AI slop even if you turn it off in settings. completely worthless now,1,2026-03-06 17:56:43,nothing but ai slop even if you turn it off in settings completely worthless now,-0.8,Negative
I can't describe but the only word to say is this is amazing 😍🤩🤩🤩🌷🌷🌸,5,2026-03-06 17:51:59,i cant describe but the only word to say is this is amazing ,0.30000000000000004,Positive
my Experience was great because i got to sketch and draw and it got me lots of cool and mythical things that i could imagine it in my head,5,2026-03-06 17:42:37,my experience was great because i got to sketch and draw and it got me lots of cool and mythical things that i could imagine it in my head,0.575,Positive
Obsessed!!!!!!!,5,2026-03-06 17:41:20,obsessed,-0.5,Negative
good,5,2026-03-06 17:25:24,good,0.7,Positive
very nice app,5,2026-03-06 17:18:52,very nice app,0.78,Positive
"Such an amazing app for me cause I'm k-tuber and you know how much k-tubers want pics,clips and all that so thank you pinterest 💘💘💘🔥🔥🔥🥰🥰🥰💫💫💫",5,2026-03-06 17:16:00,such an amazing app for me cause im ktuber and you know how much ktubers want picsclips and all that so thank you pinterest ,0.26666666666666666,Positive
nice 👍🏻,5,2026-03-06 17:03:02,nice ,0.6,Positive
The is besttttttttt ❤️❤️❤️❤️,5,2026-03-06 16:56:02,the is besttttttttt ,0.0,Neutral
I love this app because it filled with lots of cool stuff's,5,2026-03-06 16:47:32,i love this app because it filled with lots of cool stuffs,0.4166666666666667,Positive
this app is not open to right date of birth,1,2026-03-06 16:45:42,this app is not open to right date of birth,0.14285714285714285,Positive
I like the pictures it's so nice to see,5,2026-03-06 16:41:00,i like the pictures its so nice to see,0.6,Positive
it is really useful for editing,5,2026-03-06 16:24:48,it is really useful for editing,0.3,Positive
Just love it,5,2026-03-06 16:20:32,just love it,0.5,Positive
very nice application the best app download now 👍,5,2026-03-06 16:17:32,very nice application the best app download now ,0.89,Positive
best app ever for Ideas,5,2026-03-06 16:16:26,best app ever for ideas,1.0,Positive
"Please fix this huge issue that I'm having, which is that I want to save sponsored ads! I'm very upset about having to open up the ad and search it to put it on my Pinterest. Fix this!!!!!",3,2026-03-06 16:16:05,please fix this huge issue that im having which is that i want to save sponsored ads im very upset about having to open up the ad and search it to put it on my pinterest fix this,0.19999999999999998,Positive
"this app genuinely has the worst AI ever, not only is the app full of ai images but the app also Uses AI to delete violations and will violate and take down your accout and it you try to appeal it you'll just get an AI generated response, my account was taken down along my friends for random images and they refuse to show you the images your accout was taken down for but they will also refuse to take down the accounts that have literally disturbing and inappropriate children's content on it.",1,2026-03-06 16:13:03,this app genuinely has the worst ai ever not only is the app full of ai images but the app also uses ai to delete violations and will violate and take down your accout and it you try to appeal it youll just get an ai generated response my account was taken down along my friends for random images and they refuse to show you the images your accout was taken down for but they will also refuse to take down the accounts that have literally disturbing and inappropriate childrens content on it,-0.18722222222222223,Negative
I hate one I change my username,1,2026-03-06 16:05:13,i hate one i change my username,-0.8,Negative
I've noticed that pedophiles are all over in this app and I started to avoid using the app because of that reason,1,2026-03-06 16:04:08,ive noticed that pedophiles are all over in this app and i started to avoid using the app because of that reason,0.0,Neutral
"Love it, always use it for images for nail inspiration, OCs, etc. Lots of variety, nothing to complain about. Ads aren't annoying and are just there as you scroll",5,2026-03-06 15:45:11,love it always use it for images for nail inspiration ocs etc lots of variety nothing to complain about ads arent annoying and are just there as you scroll,-0.15000000000000002,Negative
approved,5,2026-03-06 15:36:47,approved,0.0,Neutral
this aap was awesome 😎,5,2026-03-06 15:35:37,this aap was awesome ,1.0,Positive
Very aesthetic,5,2026-03-06 15:33:08,very aesthetic,0.2,Positive
I love this app. but the problem it shows same pin again and again,3,2026-03-06 15:32:55,i love this app but the problem it shows same pin again and again,0.25,Positive
💗✨,5,2026-03-06 15:23:44,,0.0,Neutral
i like this app having cool things,5,2026-03-06 15:22:53,i like this app having cool things,0.35,Positive
This is good,5,2026-03-06 15:10:05,this is good,0.7,Positive
"An amazingly devine app!! I've been using it for years and have no complaint with it and literally I enjoyed using it ,, the features and the aesthetic and there's more but I loved this app!! it's just that it's been bugging and not working showing updates are on way for daysss please fix it I need it for my projects and other works so pleasee fix it🥺.. I miss using Pinterest in my daily lifeee",4,2026-03-06 15:04:25,an amazingly devine app ive been using it for years and have no complaint with it and literally i enjoyed using it the features and the aesthetic and theres more but i loved this app its just that its been bugging and not working showing updates are on way for daysss please fix it i need it for my projects and other works so pleasee fix it i miss using pinterest in my daily lifeee,0.3321428571428572,Positive
nice app,5,2026-03-06 14:58:26,nice app,0.6,Positive
extrodinaray,5,2026-03-06 14:54:08,extrodinaray,0.0,Neutral
I am a creator at pinterest and this app gives me very good Ideas so you can download this app,5,2026-03-06 14:38:17,i am a creator at pinterest and this app gives me very good ideas so you can download this app,0.9099999999999999,Positive
"This app is really so good and Best app . Now , I am regretting that why I didn't installed it before , I really love this app",5,2026-03-06 14:38:15,this app is really so good and best app now i am regretting that why i didnt installed it before i really love this app,0.7333333333333334,Positive
you always show exactly what I want to see,5,2026-03-06 14:35:24,you always show exactly what i want to see,0.25,Positive
The best aap,5,2026-03-06 14:32:20,the best aap,1.0,Positive
this is the best app in my phone,5,2026-03-06 14:24:53,this is the best app in my phone,1.0,Positive
nice but I need money,5,2026-03-06 14:22:05,nice but i need money,0.6,Positive
I love this app as this app has much to show,5,2026-03-06 14:15:11,i love this app as this app has much to show,0.35,Positive
app really work and too many adds,1,2026-03-06 14:13:13,app really work and too many adds,0.35,Positive
very very good!,5,2026-03-06 14:12:55,very very good,0.9099999999999999,Positive
चांगला पाहिला car Indian cartoon family cartoon bus truck,5,2026-03-06 14:10:14, car indian cartoon family cartoon bus truck,0.0,Neutral
this is very useful and great app,5,2026-03-06 14:09:38,this is very useful and great app,0.595,Positive
THAT IS SOO GOOD IN FOR WALLPAPER ANDD OTHER IT NICE.,5,2026-03-06 14:08:47,that is soo good in for wallpaper andd other it nice,0.3916666666666666,Positive
Good,4,2026-03-06 14:03:35,good,0.7,Positive
this app is very usefull must download,5,2026-03-06 13:55:53,this app is very usefull must download,0.2,Positive
I just love the app,5,2026-03-06 13:51:54,i just love the app,0.5,Positive
"you give out & make available TO MUCH PERSONAL INFORMATION, TO OTHERS, WHICH CAUSES MULTITUDE OF UNNECESSARY, SPAM & TELEMARKETER PHONE CALLS. THNKS.",5,2026-03-06 13:47:28,you give out make available to much personal information to others which causes multitude of unnecessary spam telemarketer phone calls thnks,0.0,Neutral
EXCELLENT,5,2026-03-06 13:37:40,excellent,1.0,Positive
great,5,2026-03-06 13:31:55,great,0.8,Positive
very nice 👌 👍 👏 😀 ☺️ 😊 👌,5,2026-03-06 13:21:52,very nice ,0.78,Positive
"50% of the app is ads and the rest is fake AI posts with no way to turn it off and get real posts, because the app can't tell the difference. 'See less like this' never works for anything, real or AI. The algorithm constantly floods my feed with random topics I've never looked at, and it's impossible to prune. Edit: I figured out the AI issue. If you select any interests, your feed will be relentlessly flooded with AI, even if you have GenAI interests turned off. Turn off regular interests too.",1,2026-03-06 12:49:04, of the app is ads and the rest is fake ai posts with no way to turn it off and get real posts because the app cant tell the difference see less like this never works for anything real or ai the algorithm constantly floods my feed with random topics ive never looked at and its impossible to prune edit i figured out the ai issue if you select any interests your feed will be relentlessly flooded with ai even if you have genai interests turned off turn off regular interests too,-0.17916666666666664,Negative
good luck 👍,5,2026-03-06 12:42:09,good luck ,0.7,Positive
this is gooooooooooooooood❤️❤️❤️,5,2026-03-06 12:41:35,this is gooooooooooooooood,0.0,Neutral
nice,5,2026-03-06 12:40:02,nice,0.6,Positive
I love it,5,2026-03-06 12:36:42,i love it,0.5,Positive
Oke,5,2026-03-06 12:30:28,oke,0.0,Neutral
I love this app. I have gotten so many ideas,5,2026-03-06 12:22:00,i love this app i have gotten so many ideas,0.5,Positive
luv it for my wallpapers and stuff on there is funny,5,2026-03-06 12:10:17,luv it for my wallpapers and stuff on there is funny,0.25,Positive
"I love this app. but im tired of getting warnings for pins that I didn't even post, it's just stiff I have saved. it's really annoying. the other day I saved a pin of a dragon, then a few days later it said that I was getting a warning for copyright? huh? I didn't steal the pin, I just saved it to one of my boards",4,2026-03-06 12:09:43,i love this app but im tired of getting warnings for pins that i didnt even post its just stiff i have saved its really annoying the other day i saved a pin of a dragon then a few days later it said that i was getting a warning for copyright huh i didnt steal the pin i just saved it to one of my boards,-0.17704081632653063,Negative
will I downloaded Pinterest because I was interested but now every time I want to see something it tells me I have to download the app and I did already so fix it or I'll uninstall it,1,2026-03-06 12:09:43,will i downloaded pinterest because i was interested but now every time i want to see something it tells me i have to download the app and i did already so fix it or ill uninstall it,-0.125,Negative
niceapp,5,2026-03-06 12:07:31,niceapp,0.0,Neutral
"I was just looking for new wallpaper? WOW? SO MUCH MORE! I have new tatoo ideals, etc.. Great job",5,2026-03-06 12:03:52,i was just looking for new wallpaper wow so much more i have new tatoo ideals etc great job,0.3345454545454546,Positive
very nice looking 👍👍👍,5,2026-03-06 12:01:23,very nice looking ,0.78,Positive
nice,5,2026-03-06 11:56:30,nice,0.6,Positive
"Great ideas for the garden come up on this site eg tyres and chimney pots, love it.",5,2026-03-06 11:51:57,great ideas for the garden come up on this site eg tyres and chimney pots love it,0.65,Positive
love this app! Had it for years. my to go place for everything from cooking to crafts.,5,2026-03-06 11:48:36,love this app had it for years my to go place for everything from cooking to crafts,0.5,Positive
mind glowing app nice app 1.10 written you are a genius 🤩,5,2026-03-06 11:44:49,mind glowing app nice app written you are a genius ,0.6,Positive
there are so many images to choose from,5,2026-03-06 11:41:34,there are so many images to choose from,0.5,Positive
very nice 👍🏻 I loved it,5,2026-03-06 11:29:32,very nice i loved it,0.74,Positive
such a best app for new creative ideas. made for girlies for sure.,5,2026-03-06 11:20:12,such a best app for new creative ideas made for girlies for sure,0.42727272727272725,Positive
love the app!! can search anything!,5,2026-03-06 11:08:55,love the app can search anything,0.5,Positive
