review,rating,date
"Basically unusable with the AI content moderation. I have had so many pins flagged for ""self harm"" or ""adult content"" when almost all of my pins are of sfw artwork, home inspiration, cosmetics, and poetry. Pins that I have only saved, not posted myself. I have never saved anything inappropriate on Pinterest and yet I keep getting more and more frequent emails that my saved pins are getting taken down and they threaten to ban my account.",1,2026-03-09 20:06:06
great app no flaws found yet,5,2026-03-09 20:00:38
good,4,2026-03-09 19:38:27
"who decided it was necessary to enter a birth date, and only enable that via a calendar that requires clicking back through dates? I'm 73 years old, and my tapping fingers wear out long before I reach my birthdate. I've been using/enjoying Pinterest since it's Day One. Pity I can't enjoy it going forward.",2,2026-03-09 19:37:08
It doesn't give straight forward answer and it is quite annoying 😕😕☹️☹️😞😞😤😤😤😤😤😡😡😡.,1,2026-03-09 19:35:58
"everything is low resolution, just serching immages in the browser give much better results... Also if im looking at spaceships why oh whyyy do you throw in a random picture explaning how to use camel toe hiders or whatever that was!",2,2026-03-09 19:29:32
Best app😍😍,5,2026-03-09 19:24:57
net work issue 😕😔,3,2026-03-09 19:14:23
Good,5,2026-03-09 19:12:10
Way too many ads now. It is frustrating to look anything up. Y'all ruined Pinterest!,3,2026-03-09 19:09:39
Very creative and inspirational,5,2026-03-09 18:56:03
Very nice,5,2026-03-09 18:55:34
❤️❤️❤️,5,2026-03-09 18:53:56
Love it❤,5,2026-03-09 18:52:19
Pintrest is a great app I've been using this app since 2023. It's been my favourite app since 2023. But right now I'm facing a connection problem. it isn't loading and I tried to delete and then I downloaded it again. after I downloaded again it loads easily after I closed it then opend it wasn't reloading even though I have a strong wifi. and then I tried againre downloaded. then I logged again. and I use this trick everytime. now it isn't working even though pls fix ownloaded it again pls fix.,2,2026-03-09 18:50:58
"No complaints, the app is a masterclass 😮‍💨👌🏽",5,2026-03-09 18:50:12
This is my top favorite app 🥰,5,2026-03-09 18:47:00
i like this app,5,2026-03-09 18:44:57
enjoy finding creative ideas,5,2026-03-09 18:44:18
Love it!,5,2026-03-09 18:38:58
happy,5,2026-03-09 18:37:30
Pinterest is my go to for everything!!!!,5,2026-03-09 18:19:38
ok,5,2026-03-09 18:17:43
"my account got deactivated randomly, no email or option to review why. I wasn't informed that it was, and will no longer be using Pinterest.",1,2026-03-09 18:15:22
I love printrest 🎀🎀,5,2026-03-09 18:07:45
🥹💗😍😊,5,2026-03-09 18:00:22
the food that I have. cooked had been great,5,2026-03-09 17:58:16
great,5,2026-03-09 17:51:02
PLEASE add an option to filter out videos from search results! I'm trying to search for some static pictures but allll of the search results are videos and there is no way to avoid them!,3,2026-03-09 17:46:19
"has more ads than pins now, ridiculous",2,2026-03-09 17:39:26
really aesthetic 😍,5,2026-03-09 17:33:38
"I like this application. Helped me a lot with organizing of my recipes, thoughts, travels.",5,2026-03-09 17:33:15
"Everything you could ever need at your fingertips. Wonderful site for affirmations, quotes and many other images to keep you, family and friends entertained for hours. Love it a lot. Use it daily. same comments",5,2026-03-09 17:31:30
it is the best,5,2026-03-09 17:30:44
awesome for making your ocs mood boards,5,2026-03-09 17:06:21
It is very cool and aesthetic ✨️ and i watch it everytime i came from School 🏫 ☺️,5,2026-03-09 16:58:41
verynice,5,2026-03-09 16:55:46
it's soo goooood ♡♡,5,2026-03-09 16:52:59
"You get strikes for everything. The tattoo is on a thigh? It's considered adult content. You have a hair pin that looks like a sword? It's considered self harm. God forbid there's a cute bathing suit that you want to save. Even if you're not the one who made the pins, you can and will get your account deactivated. I desperately need someone to make a good pinterest alternative. I'm about to just pack it up and make a whole analog book for ideas or something.",1,2026-03-09 16:50:11
I don't understand how to use it!,2,2026-03-09 16:47:21
"Thank you team Pinterest for resolving most errors, however now the audio plays at full volume even though system media sound is set to mute or low. Pls correct this.",5,2026-03-09 16:46:52
great,5,2026-03-09 16:43:33
it's fun and gives me great ideas!!!,5,2026-03-09 16:42:52
super app,5,2026-03-09 16:38:45
awesome,5,2026-03-09 16:36:24
super,1,2026-03-09 16:32:08
you can find just about anything on here.,5,2026-03-09 16:23:42
Very good,5,2026-03-09 16:19:48
superb i love pinterest😉,5,2026-03-09 16:18:23
"Pinterest is perfect for discovering ideas and inspiration. I love using it for creative projects, recipes, and lifestyle inspiration.",5,2026-03-09 16:17:03
There are a lot of artists on the Pinterest. 👏 And I'm always excited to see new ideas at here.,5,2026-03-09 16:15:18
I love 💕 it .soooooo filled with cutee stuffff n pictures,5,2026-03-09 16:12:57
Rip Pinterest. I have used this app for years. It has now become a disaster of an app and continues to grow worse with every update. I will forever miss the old pinterest. Something we will never get back. Taken over by ai and forever lost.,1,2026-03-09 16:06:01
"I really do love this app but the amount of ai slop showing on my feed is crazy. on top of that, pintrest is removing my saved pin due to community guideline violation which is completely false and wrong. the image of normal silly doodle, art, etc does NOT go against any guidline. This is really irritating to be honest. giving an ai to manage the app is not the brightest of move",3,2026-03-09 16:03:09
bohot achi app hai 💗🎀🙈😁,5,2026-03-09 16:02:12
⭐⭐⭐⭐⭐,5,2026-03-09 15:57:31
This app is usefull because this app is bla bla,5,2026-03-09 15:56:25
very good 😊 very informative good 👍 very asthetic 💜💜💞 good 👍,5,2026-03-09 15:38:40
Addicted. Totally addicted. (Update 6 years later... I still love this app.),5,2026-03-09 15:35:20
Kari 🖤,5,2026-03-09 15:20:52
This is too good and helpful 👏 I learned so many things from here 😌 You should try one time,4,2026-03-09 15:19:46
very good,4,2026-03-09 15:18:42
I love it it gives me good ideas for like work and school stuff and housing,5,2026-03-09 15:17:22
Amazing app. good for teenagers ♥️,5,2026-03-09 15:16:45
Ok - ok,4,2026-03-09 15:15:09
"I've seen chìlđ fétîśh ads (ads they have to approve btw) which I had to report MULITPLE times along with others for it to even get taken down. Pintrest also deactivated my account for no reason then they gave me a link to refute my ban. The link says it expires in 7 days, I got it at 4am today and it's already expired. EDIT: I deleted Pintrest, they permanently deactivated my account with very minimal explanation.",1,2026-03-09 15:03:09
"I've been using this app for 15 plus years. Which is why I gave it 2 stars instead of 1. The content is practically unavailable. The adverts are out of control. For example, when I look up ""nail inspo"" 8 out of 10 pins are ads from Etsy, Amazon, Temu, etc. selling nails. If I wanted to buy pre-made press-ons, I would personally go to those apps to buy those products. I don't need it shoved in my face. If things don't change soon this app will be deleted.",2,2026-03-09 14:59:36
Love this!,5,2026-03-09 14:54:02
I love this app,5,2026-03-09 14:51:27
I love this so muchhhhhhhhh,5,2026-03-09 14:36:05
My happy place:),5,2026-03-09 14:35:46
this app used to be good now it only suggests the same 10 recipes.,1,2026-03-09 14:23:35
l really like this app I learned how to cook and lots of hair products and so much more,5,2026-03-09 14:21:25
"doesn't let me scroll in peace, wierd ui",1,2026-03-09 14:15:39
love all the various crafts,5,2026-03-09 14:10:53
this app is very good I like it app,5,2026-03-09 14:06:35
nice🙂,5,2026-03-09 13:54:21
🔥💯,5,2026-03-09 13:47:10
bedt,5,2026-03-09 13:46:55
I loved this aesthetic app,5,2026-03-09 13:33:08
I love making collages in this app also it's great if you want to plan your next outfit,5,2026-03-09 13:24:23
best app love it so helpful 😍,5,2026-03-09 13:24:08
good,5,2026-03-09 13:18:40
very aesthetic app and love it's aesthetic ideas,5,2026-03-09 13:02:20
"I LOVE Pinterest!! it works incredibly well and it's easy to make boards for my characters. I like the collage option as well even tho it's a little tough to use when you first start learning how to use it. overall- it's my go to app for drawing, aesthetic, mood and writing inspo. 10/10 would recommend to anyone looking to get their ideas in order.",5,2026-03-09 13:01:06
very interesting aap,4,2026-03-09 12:58:38
"I used to love Pinterest - an uplifting, teaching & sharing space. Even after fb, IG & tt took over sm I returned here to find a peaceful escape into a space that isn't divisive. Now it's covered with so many ads, I'd say it's nearly 1:1 ratio of posts vs ads it's that bad & when you click on a pic thinking it's a typical Pinterest item, something you're interested in, you find out it's actually an ad & you have to completely close out of both apps or you're stuck! Greedy corporate nonsense! 👎",1,2026-03-09 12:58:27
"My digital mood board for everything from home decor to outfit ideas. It’s a peaceful, highly aesthetic corner of the internet",5,2026-03-09 12:56:05
brilliant 👏,5,2026-03-09 12:54:19
to much creative,5,2026-03-09 12:54:04
bro nice,5,2026-03-09 12:50:59
AWAYSOME PICTURES,5,2026-03-09 12:48:00
"This application is very good for editing photos and looking for inspiration such as cooking recipes, several tutorials, there are even videos, basically it is very good, very useful and usable 😻🫰⭐",5,2026-03-09 12:37:42
annoying,1,2026-03-09 12:26:37
very good fantastic,5,2026-03-09 12:22:00
it’s a good app,5,2026-03-09 12:18:22
this will help me in yt thumbnail making,3,2026-03-09 12:14:18
💯💯💯💯FIRE the best ever,5,2026-03-09 12:02:50
Not bad,5,2026-03-09 11:56:03
it's pretty good i search all the time and i seacher how to draw,5,2026-03-09 11:37:42
because I can search up mostly anything,5,2026-03-09 11:24:54
awesome this App. you take your favorite picture.,5,2026-03-09 11:14:49
it was good,5,2026-03-09 11:14:01
this app is very hlep full.,5,2026-03-09 11:05:41
The ultimate digital mood board. It’s my primary source for home decor ideas and creative DIY projects.,5,2026-03-09 11:03:21
Goof app 10/19,5,2026-03-09 10:55:21
very helpful for me,5,2026-03-09 10:54:29
"You keep sending adds on my home feed CONTAINING underwear and women nudity that you so strictly regulate 🤔 My original pictures also has ""AI modified"" in the corner for no reason",1,2026-03-09 10:51:53
so good,3,2026-03-09 10:43:26
5𝓼𝓽𝓪𝓻 𝔀𝓸𝓻𝓽𝓱𝔂,5,2026-03-09 10:40:37
kiddilam,5,2026-03-09 10:14:18
l love this,5,2026-03-09 10:13:29
The best app,5,2026-03-09 10:07:29
best app ever i use ✨❤️🫶🏻,5,2026-03-09 10:04:39
it's so good that I can't dicribe it,5,2026-03-09 09:49:46
it's a really good app 🌀 🌸,5,2026-03-09 09:47:19
"give all the responses, my whole pain it understood whatever I want it can give me",5,2026-03-09 09:46:51
I cant create a acount it doesn't validate any date of birth,1,2026-03-09 09:20:46
very 😎,5,2026-03-09 09:08:41
one of the best best content app। Highly recommended,5,2026-03-09 08:59:50
nice app,3,2026-03-09 08:49:40
Good mix of content.,4,2026-03-09 08:22:38
nice,5,2026-03-09 08:12:13
It was better before when it used to have no boards in home. I hate the boards in home. Moreover it’s full of ads now. so disgusting.,1,2026-03-09 08:07:10
perfect,5,2026-03-09 08:04:36
very nice 👍🏻,5,2026-03-09 08:04:25
the best appp,5,2026-03-09 08:03:14
very nice and asthetic,5,2026-03-09 08:00:49
it is very nice app,5,2026-03-09 07:57:21
good app and video,5,2026-03-09 07:48:10
Very good,5,2026-03-09 07:24:24
can we please get an option to turn off AI.... this has gotten out of hand... recipes don't need AI..... WHY?,3,2026-03-09 06:53:58
Pinterest is a very good app,5,2026-03-09 06:46:19
so aesthetic 😻😽,5,2026-03-09 06:46:13
"weird and even for me, non easily disturbed, this stuff was nothing at all what I was interested in taking up valuable data from my phone plan and mobile storage ... eeeeeEEE Ghad 😲🫤😦😖🤮🤢",1,2026-03-09 06:45:21
can't read long text posts as they shrink down. excessive ads. seriously more than half the feed is ads,1,2026-03-09 06:35:23
perfect for life ♡♡♡♡ it's the best app,5,2026-03-09 06:30:34
goodapp,5,2026-03-09 06:14:53
not. bad good,5,2026-03-09 05:57:46
very confusing at times got an email about something I liked being violent even though there is post about like knives and other weapons and so it's kind of confusing why I got the email in the first place if you can't like weapons,4,2026-03-09 05:52:05
excellent 👌,5,2026-03-09 05:51:37
wow🥰🥰,5,2026-03-09 05:43:20
its good but its not layed out as good as it could be and alot of ad links not just pics,4,2026-03-09 05:40:53
super but one thing we cannot clear chat also delete that's why I gave you 4 stars if that option have in this app iwill give 5stars inshallah also my english is not good 😊,4,2026-03-09 05:32:29
good,5,2026-03-09 05:31:28
aesthetic ideas,5,2026-03-09 05:06:26
very very veryyyy nice apppp,5,2026-03-09 04:15:41
yet another app AI ruined.,1,2026-03-09 04:10:08
"I used to love Pintrest. Now it is almost useless. You see a picture, but most of the time you can't click on anything to get more information. I'm so sad it does not work like it used to.",2,2026-03-09 04:08:36
really very help full and i serch every things,4,2026-03-09 04:00:14
just love how it matches my interest 😁,5,2026-03-09 03:57:00
greatfully! love this app,5,2026-03-09 03:49:52
my topic and my favorite app!,5,2026-03-09 03:43:40
i put this review without using it🤣🤣🤣🤣,1,2026-03-09 03:37:56
very informative,4,2026-03-09 03:30:39
"This app is fun to use all the time, even looking for new recipes or costumes ideas. I recommend this app for everyone to enjoy 😉",5,2026-03-09 03:07:26
good 👍😊,5,2026-03-09 03:03:42
"I love this app because it's so easy to use I think this is better than Instragram, Snapchat, facebook because these app are not sure for the safety",5,2026-03-09 02:54:36
good,4,2026-03-09 02:46:45
very good 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊👍👍👍,5,2026-03-09 02:43:07
Obvious AI - that isn't presented as such. Copyright infringement of the model and photographer! We should have an option to report AI that isn't tagged. Because most aren't admitting they're posting FAKE pictures. Enough is enough. I can't believe how low the bar is set.,1,2026-03-09 02:29:56
I enjoy using this app.Because I can find what I need sometimes.,5,2026-03-09 02:07:58
this was the best app ever. my sacred escape. an oasis of creativity. now it's a muddy mess of ads. bring back the glory days please!! I'm much more likely to buy through beautiful organic posts than through sponsored Walmart and Amazon videos.,2,2026-03-09 02:06:01
Absolutely LOVE!! ADDICTIVE!! LOL!!,5,2026-03-09 02:03:02
"Rogue AI flags all kind of content willy nilly, whether it makes actual sense or not. Oh, also, most of the 5 star reviews are fake, if you truly think an app is amazing I'm sure you can write more than ""this app is amazing"". Or did ChatGPT steal all of yall's brains?",1,2026-03-09 01:06:30
𝕚𝕤 𝕤𝕠 𝕘𝕠𝕠𝕕,5,2026-03-09 00:57:45
bahut achha,5,2026-03-09 00:47:57
جننننن,5,2026-03-09 00:35:11
"I've had Pinterest for years & it used to be awesome, now it's mainly ads & AI. I have ads pop up CONSTANTLY when I'm looking for ideas. Unfortunately I rarely use it anymore, for these exact reasons, and I'll likely delete it.",1,2026-03-09 00:32:13
"no matter what you look for on pinterest it is there, I love this site.",5,2026-03-09 00:25:32
love the photos,5,2026-03-09 00:20:17
excellent,5,2026-03-09 00:19:39
i use pinterest for everything I just love it,5,2026-03-08 23:54:02
great,5,2026-03-08 23:19:42
The pictures were good until those annoying ads started popping up. It makes zero sense—why am I getting “hot drama” ads when I’m searching for outfits? At least show e-commerce ads. Seriously?,3,2026-03-08 23:14:19
ads are interfering with ability to access recipies. sometimes they are right in the middle of a recipe. seriously considering not using pinterest for recipes. Sad because it has always been my go to.,2,2026-03-08 23:07:48
"Perfect for organizing my ""mood boards."" This app is a lifesaver for my planning. I love creating different boards for my university studies, outfit ideas, and travel bucket lists. The ""Save"" feature is so easy to use, and I love how I can find high-quality images for literally anything I’m interested in.",5,2026-03-08 23:07:09
"Pinterest, I love you, 5/5, BUT I AM BEGGING YOU CHANGE THE LAYOUT BACK I DONT LIKE THE ABSENCE OF THE BOTTOM BAR :(((",5,2026-03-08 22:52:45
"I've had Pinterest since I was 10, GET AI AWAY FROM ME!!!!!!! IDC WHAT PARTNERSHIP YOU HAVE NOW OR WHAT COMPANY BOUGHT IT, NO ONE WANTS AI!!!!!!!!!!! MY USAGE HAS DRASTICALLY DECREASED, AND I'M NOT THE ONLY ONE I THINK YOU NOTICED, STOP IT!!!",1,2026-03-08 22:32:41
"this is such a good app for recipes, cute fits, and background ideas. I totally recommend 👌👍",5,2026-03-08 22:30:44
"Pretty good! I love using Pinterest for reorganizing my room, having fandom boards, and drawing ideas! However, I get the occasional AI, which I don't consider art. Along with 'not art', some people steal art and don't credit, and just turn their comments off, and don't take it down. As an artist, it's frustrating. Other than that, really good app, really appreciate.",5,2026-03-08 22:24:39
good,5,2026-03-08 22:08:23
I think it's a fun app and I enjoyed looking at the pictures,5,2026-03-08 22:05:45
yay,5,2026-03-08 21:32:33
"WHAT HAPPENED!!!!! Pinterest used to be my absolute favorite app!! Now, the app is nothing but ads!!!! Just scrolling causes you to engage with an ad. Once that happens, then you have more ads following you!!!! It is so stressing and intrusive! There isn't an option to turn off the ads from playing. The option to hide the ads or hide the ads that aren't interesting to you doesn't work. Everything is a freaking ad! Pinterest sucks HARD!",3,2026-03-08 21:15:25
can always come here to get great ideas!!,5,2026-03-08 21:03:13
yasssss,5,2026-03-08 20:56:34
Pinterest knows what I like and i love this!,5,2026-03-08 20:46:57
Really good. Find nearly everything I want,5,2026-03-08 20:35:39
amazing,5,2026-03-08 20:28:28
best man 😜,5,2026-03-08 20:24:51
nicely sorts,5,2026-03-08 20:18:50
absolutely unusable because of the amount of ads,1,2026-03-08 20:13:45
"Pinterest: A treasure trove of inspiration for DIY, fashion, and home decor. 5/5 🌟",5,2026-03-08 20:10:48
Creative and Satisfactory.,5,2026-03-08 20:05:15
love it💕,5,2026-03-08 20:04:04
excellent,5,2026-03-08 20:01:24
okay,4,2026-03-08 19:58:44
that's a very good app,5,2026-03-08 19:46:30
good,3,2026-03-08 19:40:14
Nice app,5,2026-03-08 19:30:20
Amazing,5,2026-03-08 19:28:26
There's almost always at least 3 ads on the screen at any time.,1,2026-03-08 19:12:32
"I don't even use Google to search for pictures anymore! All the photos on here have an amazing aesthetic, and I love saving things to my boards. But unfortunately, I got cyberbullied. This makes me very sad, as I love Pinterest a lot. Please make stricter rules, so this can prevent bullying. Thanks. :(",4,2026-03-08 19:01:32
"it is generally a great app I've had it for many years, great for art references but it is filled with ads and ai you can take off the ai yes but the ads are so frustrating to deal with and so much more common than before.",3,2026-03-08 18:46:53
I Absolutely 💙💙💙 Pinterest! There's SO MUCH to Chose from when You are Looking for Something. Thank You So Much Pinterest for being either Serious or Funny ... either way I can Definitely Use Something that You have Offered to Me.,5,2026-03-08 18:34:22
I love this app because when I have to send something and search from other apps but other apps doesn't understand my imagination but when I took to search this app so that app understand my imagination that's why ( I LOVE THIS APP 💞),5,2026-03-08 18:33:38
"Pinterest used to be such a great place for inspiration, now it's filled with ads, as many ads as original posts, and ai. Even if you block the generative ai options, they still come up on your page. It's just so sad...",3,2026-03-08 18:31:44
"Pinterest is amazing,I spend so much time here and every moment spent is a memorable one.Im just concerned,about the ai,there's tooooo much of it.Please remove the unnecessary ai,besides that lovely app!❤️",4,2026-03-08 18:23:51
acha app,5,2026-03-08 18:16:53
Great memes,5,2026-03-08 18:13:55
I can't get logged in even tho I write the correct date of birth,2,2026-03-08 17:59:09
there is some problem I can't make collage on Pinterest and collage option have disappeared and when I tab a image every thing get black around the image or video and I want the old version of Pinterest I request you to solve the issue fast,1,2026-03-08 17:54:27
this is where I can express myself and make my dreams become my reality,5,2026-03-08 17:53:50
Love it. Would love it more if it had less ads. And when it found a picture for copyright. To delete it from the board. But not penalize the person who saved them. Since they aren't the ones who posted it.,4,2026-03-08 17:41:08
"They allow AI to run wild and nothing is real on here anymore. This app use to be a great space for creativity, But with AI, it's another dangerous app stealing data.",1,2026-03-08 17:24:47
there is no option to see what you hearted :( i have been hearting so much stuff but its all lost....,3,2026-03-08 17:23:26
AMAZING APP AESTHETICNESS LEVEL 1000000 😊🌷🎀✋🏼✨,5,2026-03-08 17:18:14
I love this app... best app for teenagers and who love to collage photos this is the best platform 👍🏻😭🫶🏻✨,5,2026-03-08 17:18:05
unbelievable,5,2026-03-08 17:17:53
"AI ruined the app, and the amount of ads is so ridiculous 😭",1,2026-03-08 17:10:29
A perfect app for teenagers I love this app,5,2026-03-08 17:03:04
I can make layouts.and little Ocs,5,2026-03-08 16:36:41
its easy and great for decor ideas.,5,2026-03-08 16:22:22
"All nice and stuff but there was a single thing you couldve fixed whenever i deactivate my account, i just cant do anything im stuck in ton of errors, i cant go back to my other accounts, so my only choice is to reinstall the app. And guess what, i log out of all my accounts. Its not too much of an irritation but please fix this, it's annoying. Thank you if you do",3,2026-03-08 16:18:45
Nice,4,2026-03-08 16:17:27
good and help,5,2026-03-08 16:10:19
the ads for this app are terribly annoying and it's overrun with AI slop,1,2026-03-08 16:10:08
it's turned into a freeway to Amazon and TEMU!,1,2026-03-08 16:06:22
Amazing wonderful app ...✨👍🏻,5,2026-03-08 16:04:32
I can find all kinds of things,5,2026-03-08 16:03:41
I can't even enter don't download this,1,2026-03-08 15:50:22
it's something fun that you can enjoy,5,2026-03-08 15:47:46
since I uninstalled the app and installed it back it has been giving me issues. I can't access my account anymore and when I try to login with a new email it keeps telling me that I have exceed my limits and try after 30 mins and when I do the problem coming up please what do I do?,1,2026-03-08 15:45:21
it was safe app and it was a open easy and it was easy to post but not a business doing,3,2026-03-08 15:29:56
this is good app 👍,5,2026-03-08 15:27:18
it is very good app 100/10♡♡♡♡♡♡♡♡,5,2026-03-08 15:18:15
useful app ❤️❤️❤️❤️💝💝💝💝,5,2026-03-08 15:16:58
In lovee,5,2026-03-08 15:15:41
"I love Pinterest!! literally, aesthetic things are put together in this app✨️",5,2026-03-08 15:12:56
"I really enjoy using Pinterest. It’s easy to use, full of creative ideas, and great for finding inspiration for almost anything. I love how simple it is to save and organize content I like. Overall, it’s a very helpful and enjoyable app.",5,2026-03-08 15:01:19
very aesthetic app with lots of thngs,4,2026-03-08 15:00:54
"Nothing but advertising and AI slop. this used to be my favorite app and website for recipes, clothing, decor, Fandom, art, and crafts. I hardly use the app anymore and when I do it's just to go back to pinned items from years ago.",1,2026-03-08 14:54:50
"Always Amazing 👏 🤩 ❤️ Lookup: Amazing But What Do You See on YouTube, it was discovered 2012 in Texas. Enjoy And don't forget to share 😉",5,2026-03-08 14:52:12
Super guysszz Try now,5,2026-03-08 14:40:32
verywell,5,2026-03-08 14:39:57
"such a cool app , highly recommended for people who love aestheic and creative things and such a cool app for cool people outtheir and now iam giving my review after 4-5 yrs using this app ...himawari you can follow me💗🌸",5,2026-03-08 14:30:03
"App is good. I get a lot of great recipes. I don't like is having to scroll through someone's life history and how great their grandmother was to get to the recipes. The ads have become so annoying that I am not using the app. I understand those that share recipes want to make money, but when you can read anything without ads popping up in the way no matter how many times you try to choose them out. Just search the internet for the recipes and save it into a separate app. so much easier.",2,2026-03-08 14:25:43
very helpful,5,2026-03-08 14:15:57
pro app,5,2026-03-08 14:15:16
"Like most apps when they come out, Pinterest was once an amazing place. It's a shame it has become a mass advertisement platform filled with website links that require your email (data collection and email spam) prior to reading a recipe or basic information, where one can find elsewhere for free. It's clear many have stolen information from legitimate creators, then the information is used on Pinterest. The spam, fake A.I., and push to target users is rampant. What a shame.",1,2026-03-08 13:57:40
memang best punya saya bagi bintang 5👍👍👍,5,2026-03-08 13:53:32
This app is a 🫠😭💗🫶🏻 no words.....,5,2026-03-08 13:52:50
I love pinterest so much,5,2026-03-08 13:45:39
all things are good but I have faced a problem in this app. sometimes notification were not come or coming late. so please fix it. please fix it as soon as possible 🙏🙏🙏🙏🙏🙏🙏🙏,2,2026-03-08 13:44:47
super HD photo nies,5,2026-03-08 13:41:10
hi it's me I am 11 I love this aap so much because it's give your type retable things you like and it's a social media without the media you can use it so easily have privacy 🔏 love it so much,5,2026-03-08 13:38:36
this app is create very imaging photos.,4,2026-03-08 13:35:46
"LTDEJAVU1 Good and Easy To Used and Explore ""On The World Universe On The Maps""",4,2026-03-08 13:31:38
Super helpful for getting new ideas and inspiration. My only complaint is the overabundance of AI on the app.,4,2026-03-08 13:31:13
"definitely an amazing experience,though it can lag sometimes.Apart from that all is good.",4,2026-03-08 13:29:31
👍,4,2026-03-08 13:18:06
The app is best,5,2026-03-08 13:17:00
Nice nice nice very nice,5,2026-03-08 13:14:35
more nudity than Twitter and Instagram prime,1,2026-03-08 13:13:55
it's been great,5,2026-03-08 13:05:01
Love the variety of recipes and funny cute videos!,5,2026-03-08 13:04:39
Pinterest is this girlyest app ever.,5,2026-03-08 12:40:18
Good,1,2026-03-08 12:39:06
it matches my vibe n helps me alot💗,5,2026-03-08 12:20:29
You can find everything you want plus you can create photos and lots of things the app is so creative and full of experience It deserve 5 stars,5,2026-03-08 12:17:30
I am obsessed with Pinterest it's so good,5,2026-03-08 12:16:53
muito top,4,2026-03-08 12:07:37
good and realiable,5,2026-03-08 12:06:07
A lot of ads. It's super annoying,2,2026-03-08 12:02:08
That's great and I love it's idea,5,2026-03-08 11:58:40
It good,5,2026-03-08 11:56:43
this app is awesome to use. You can search for any type of picture you want to. I downloaded this app for drawing purposes and it helps me a lot.,5,2026-03-08 11:55:43
Good,5,2026-03-08 11:51:48
"Great app for ideas, inspiration, and creative content.",5,2026-03-08 11:27:56
"I've liked Pinterest for a while but I'm having some problems with reports now. Edit: Came back, it was better for a while but now it's back to my saved pins being removed, no matter how careful I am with my saves, and comments that I, ones from the swamp, get to stay. On top of that, the suggestions haven't been great and there's been more ads than anything. I don't know if I'll uninstall it again but I'm definitely not using it as much anymore.",3,2026-03-08 11:24:13
"absolute cinema. been using this for like 2years and why did I use it?i use this to do edit and guess what this is amazing,five start and completely recommended.",5,2026-03-08 11:11:29
"one of the best apps I have ever used,you cam use it for any inspo you want and trust me you won't regret finding suggestions from pintrest",5,2026-03-08 11:08:34
I used to absolutely love Pinterest. It's now predominantly ads and AI generated content being pushed. So disappointing.,1,2026-03-08 11:02:46
attractive,5,2026-03-08 10:56:02
this very helpful website Pinterest is a very good app for cnc MDF machines and interior design I am like very much Pinterest app this is help me in all times and this is very important for interior work and MDF design I am ever time use Pinterest app and guide my customers form this website's and guide oun self this is very helpful full website 😍🥰 I am every time use this app for my every project and I like this for interior design because all pictures and and MDF design on this website and,5,2026-03-08 10:53:12
"this app is good for whatsapp and other profile pictures this app helping for find more new pictures for profile like,sad,hopeless,lovely,and very more that's great.!",5,2026-03-08 10:32:26
