review,rating,date,clean_review,polarity,sentiment
"You keep sending adds on my home feed CONTAINING underwear and women nudity that you so strictly regulate 🤔 My original pictures also has ""AI modified"" in the corner for no reason",1,2026-03-09 10:51:53,you keep sending adds on my home feed containing underwear and women nudity that you so strictly regulate my original pictures also has ai modified in the corner for no reason,0.375,Positive
so good,3,2026-03-09 10:43:26,so good,0.7,Positive
5𝓼𝓽𝓪𝓻 𝔀𝓸𝓻𝓽𝓱𝔂,5,2026-03-09 10:40:37, ,0.0,Neutral
kiddilam,5,2026-03-09 10:14:18,kiddilam,0.0,Neutral
l love this,5,2026-03-09 10:13:29,l love this,0.5,Positive
The best app,5,2026-03-09 10:07:29,the best app,1.0,Positive
best app ever i use ✨❤️🫶🏻,5,2026-03-09 10:04:39,best app ever i use ,1.0,Positive
it's so good that I can't dicribe it,5,2026-03-09 09:49:46,its so good that i cant dicribe it,0.7,Positive
it's a really good app 🌀 🌸,5,2026-03-09 09:47:19,its a really good app ,0.7,Positive
"give all the responses, my whole pain it understood whatever I want it can give me",5,2026-03-09 09:46:51,give all the responses my whole pain it understood whatever i want it can give me,0.2,Positive
I cant create a acount it doesn't validate any date of birth,1,2026-03-09 09:20:46,i cant create a acount it doesnt validate any date of birth,0.0,Neutral
very 😎,5,2026-03-09 09:08:41,very ,0.2,Positive
one of the best best content app। Highly recommended,5,2026-03-09 08:59:50,one of the best best content app highly recommended,0.7200000000000001,Positive
nice app,3,2026-03-09 08:49:40,nice app,0.6,Positive
Good mix of content.,4,2026-03-09 08:22:38,good mix of content,0.7,Positive
nice,5,2026-03-09 08:12:13,nice,0.6,Positive
It was better before when it used to have no boards in home. I hate the boards in home. Moreover it’s full of ads now. so disgusting.,1,2026-03-09 08:07:10,it was better before when it used to have no boards in home i hate the boards in home moreover its full of ads now so disgusting,-0.23750000000000002,Negative
perfect,5,2026-03-09 08:04:36,perfect,1.0,Positive
very nice 👍🏻,5,2026-03-09 08:04:25,very nice ,0.78,Positive
the best appp,5,2026-03-09 08:03:14,the best appp,1.0,Positive
very nice and asthetic,5,2026-03-09 08:00:49,very nice and asthetic,0.78,Positive
it is very nice app,5,2026-03-09 07:57:21,it is very nice app,0.78,Positive
good app and video,5,2026-03-09 07:48:10,good app and video,0.7,Positive
Very good,5,2026-03-09 07:24:24,very good,0.9099999999999999,Positive
can we please get an option to turn off AI.... this has gotten out of hand... recipes don't need AI..... WHY?,3,2026-03-09 06:53:58,can we please get an option to turn off ai this has gotten out of hand recipes dont need ai why,0.0,Neutral
Pinterest is a very good app,5,2026-03-09 06:46:19,pinterest is a very good app,0.9099999999999999,Positive
so aesthetic 😻😽,5,2026-03-09 06:46:13,so aesthetic ,0.0,Neutral
"weird and even for me, non easily disturbed, this stuff was nothing at all what I was interested in taking up valuable data from my phone plan and mobile storage ... eeeeeEEE Ghad 😲🫤😦😖🤮🤢",1,2026-03-09 06:45:21,weird and even for me non easily disturbed this stuff was nothing at all what i was interested in taking up valuable data from my phone plan and mobile storage eeeeeeee ghad ,0.061111111111111116,Positive
can't read long text posts as they shrink down. excessive ads. seriously more than half the feed is ads,1,2026-03-09 06:35:23,cant read long text posts as they shrink down excessive ads seriously more than half the feed is ads,-0.024444444444444442,Negative
perfect for life ♡♡♡♡ it's the best app,5,2026-03-09 06:30:34,perfect for life its the best app,1.0,Positive
goodapp,5,2026-03-09 06:14:53,goodapp,0.0,Neutral
not. bad good,5,2026-03-09 05:57:46,not bad good,0.5249999999999999,Positive
very confusing at times got an email about something I liked being violent even though there is post about like knives and other weapons and so it's kind of confusing why I got the email in the first place if you can't like weapons,4,2026-03-09 05:52:05,very confusing at times got an email about something i liked being violent even though there is post about like knives and other weapons and so its kind of confusing why i got the email in the first place if you cant like weapons,-0.023571428571428583,Negative
excellent 👌,5,2026-03-09 05:51:37,excellent ,1.0,Positive
wow🥰🥰,5,2026-03-09 05:43:20,wow,0.1,Positive
its good but its not layed out as good as it could be and alot of ad links not just pics,4,2026-03-09 05:40:53,its good but its not layed out as good as it could be and alot of ad links not just pics,0.7,Positive
super but one thing we cannot clear chat also delete that's why I gave you 4 stars if that option have in this app iwill give 5stars inshallah also my english is not good 😊,4,2026-03-09 05:32:29,super but one thing we cannot clear chat also delete thats why i gave you stars if that option have in this app iwill give stars inshallah also my english is not good ,0.02083333333333333,Positive
good,5,2026-03-09 05:31:28,good,0.7,Positive
aesthetic ideas,5,2026-03-09 05:06:26,aesthetic ideas,0.0,Neutral
very very veryyyy nice apppp,5,2026-03-09 04:15:41,very very veryyyy nice apppp,0.43,Positive
yet another app AI ruined.,1,2026-03-09 04:10:08,yet another app ai ruined,0.0,Neutral
"I used to love Pintrest. Now it is almost useless. You see a picture, but most of the time you can't click on anything to get more information. I'm so sad it does not work like it used to.",2,2026-03-09 04:08:36,i used to love pintrest now it is almost useless you see a picture but most of the time you cant click on anything to get more information im so sad it does not work like it used to,0.1,Positive
really very help full and i serch every things,4,2026-03-09 04:00:14,really very help full and i serch every things,0.275,Positive
just love how it matches my interest 😁,5,2026-03-09 03:57:00,just love how it matches my interest ,0.5,Positive
greatfully! love this app,5,2026-03-09 03:49:52,greatfully love this app,0.5,Positive
my topic and my favorite app!,5,2026-03-09 03:43:40,my topic and my favorite app,0.5,Positive
i put this review without using it🤣🤣🤣🤣,1,2026-03-09 03:37:56,i put this review without using it,0.0,Neutral
very informative,4,2026-03-09 03:30:39,very informative,0.2,Positive
"This app is fun to use all the time, even looking for new recipes or costumes ideas. I recommend this app for everyone to enjoy 😉",5,2026-03-09 03:07:26,this app is fun to use all the time even looking for new recipes or costumes ideas i recommend this app for everyone to enjoy ,0.2787878787878788,Positive
good 👍😊,5,2026-03-09 03:03:42,good ,0.7,Positive
"I love this app because it's so easy to use I think this is better than Instragram, Snapchat, facebook because these app are not sure for the safety",5,2026-03-09 02:54:36,i love this app because its so easy to use i think this is better than instragram snapchat facebook because these app are not sure for the safety,0.29583333333333334,Positive
good,4,2026-03-09 02:46:45,good,0.7,Positive
very good 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊👍👍👍,5,2026-03-09 02:43:07,very good ,0.9099999999999999,Positive
Obvious AI - that isn't presented as such. Copyright infringement of the model and photographer! We should have an option to report AI that isn't tagged. Because most aren't admitting they're posting FAKE pictures. Enough is enough. I can't believe how low the bar is set.,1,2026-03-09 02:29:56,obvious ai that isnt presented as such copyright infringement of the model and photographer we should have an option to report ai that isnt tagged because most arent admitting theyre posting fake pictures enough is enough i cant believe how low the bar is set,0.0,Neutral
I enjoy using this app.Because I can find what I need sometimes.,5,2026-03-09 02:07:58,i enjoy using this appbecause i can find what i need sometimes,0.4,Positive
this was the best app ever. my sacred escape. an oasis of creativity. now it's a muddy mess of ads. bring back the glory days please!! I'm much more likely to buy through beautiful organic posts than through sponsored Walmart and Amazon videos.,2,2026-03-09 02:06:01,this was the best app ever my sacred escape an oasis of creativity now its a muddy mess of ads bring back the glory days please im much more likely to buy through beautiful organic posts than through sponsored walmart and amazon videos,0.3625,Positive
Absolutely LOVE!! ADDICTIVE!! LOL!!,5,2026-03-09 02:03:02,absolutely love addictive lol,0.43333333333333335,Positive
"Rogue AI flags all kind of content willy nilly, whether it makes actual sense or not. Oh, also, most of the 5 star reviews are fake, if you truly think an app is amazing I'm sure you can write more than ""this app is amazing"". Or did ChatGPT steal all of yall's brains?",1,2026-03-09 01:06:30,rogue ai flags all kind of content willy nilly whether it makes actual sense or not oh also most of the star reviews are fake if you truly think an app is amazing im sure you can write more than this app is amazing or did chatgpt steal all of yalls brains,0.35000000000000003,Positive
𝕚𝕤 𝕤𝕠 𝕘𝕠𝕠𝕕,5,2026-03-09 00:57:45, ,0.0,Neutral
bahut achha,5,2026-03-09 00:47:57,bahut achha,0.0,Neutral
جننننن,5,2026-03-09 00:35:11,,0.0,Neutral
